chair dining table,dining room
bed bed,bedroom
person couch,dorm room
person person tv chair chair,lecture room
vase tv vase bottle,computer room
chair remote chair chair vase chair vase dining table chair dining table chair dining table chair chair potted plant,dining room
person person person person person person person chair person chair person person person person chair dining table,classroom
tv mouse person tv chair chair mouse chair mouse,computer room
person person person person person person person person person person dining table person chair dining table,classroom
chair chair chair chair chair chair chair chair chair person,lecture room
clock toilet,bathroom
person person person person person person person person person person person tie person person chair person,classroom
person person person person person person person person person tie person person,classroom
refrigerator oven oven sink,kitchen
couch person chair,living room
couch couch,living room
chair couch vase,dorm room
table chair bowl,computer room
couch chair tv,living room
chair dining table chair chair,dining room
toilet sink sink bottle,bathroom
person person tv chair person,classroom
bed bottle tv bed,bedroom
chair chair person person chair person person person person dining table person person chair chair person chair chair person,classroom
chair refrigerator chair,dorm room
chair bed,bedroom
person person person person person chair person dining table chair dining table,lecture room
